境内人士,1400,抱歉。请问与会人员有一年以上有效境外工作签证或者境外永久居住证吗?
好的，谢谢,700,"不客气。,请问还有什么可以帮您？,请问还有什么可以帮您？"
境内的,600,请问与会人员有一年以上有效境外工作签证或者境外永久居住证吗?
国内产品,500,您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
好的谢谢,300,"不客气。,请问还有什么可以帮您？,请问还有什么可以帮您？"
国内的,300,请问您方便提供贵司公司名称吗？
没有了谢谢,200,"""不客气,"",请您稍后对本次服务进行评价，感谢您使用广交会网上客服，祝您生活愉快！再见！,请您稍后对本次服务进行评价，感谢您使用广交会网上客服，祝您生活愉快！再见！"
还有其他方式吗,200,"抱歉，这是最适合您办的证件。,您好！工号70424很高兴为您服务/Hello! NO.70424 is at your service. ,您好！工号70424很高兴为您服务/Hello! NO.70424 is at your service. "
都想参观,200,请问您方便提供贵司公司名称吗？
一个采购商证可以帮两个境内人士办理采购商代表证对吧？,200,您好，若是已经办理境外采购商证的客商，是可以陪同两名境内人士办证的。
这两位境内人士办证需要什么材料？,200,您好，若是需要在已经办理好境外采购商证的客商陪同下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
好的，谢谢！,200,不客气。
采购商,200,请问您是指采购商电子服务平台吗？
我是境内的为什么需要境外的证件？,200,好的。请问您想参观采购国内产品还是国外产品？
都有可能,200,好的。请问您方便提供贵司公司名称吗？
中山富达运动器材有限公司,200,好的，根据您的情况。您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
"客户是老外，还有两个中国人,相当于翻译吧,相当于翻译吧,这么理解吧,这么理解吧",200,请问您的客户已经办理好境外采购商证了吗？
"恩,是的,是的",200,请问两名中国客户有一年以上有效境外工作签证或者境外永久居住证吗?
洛阳今丰,200,请问是有限公司形式吗？
一个外商可以带几个,200,1名外商只可以陪同2名境内人士办证 
"好的,市民怎么申请参观？,市民怎么申请参观？",200,请问您是想要参观哪个展会呢？
广交会,200,请问与会人员是境内人士还是境外人士呢？
"境内,广东,广东",200,请问与会人员有一年以上有效境外工作签证或者境外永久居住证吗?
就是参观?都想看看,200,请问您方便提供贵司公司名称吗？
个人的话不能参观嘛,200,好的，根据您的情况，您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
"不认识怎么办？,就是参观?,就是参观?",200,如果没有已办理好境外采购商证的外商陪同，是无法办证进馆的。
市民参观不了嘛,200,是的。广交会期间不对外开放，需符合相关办证条件办理相关证件方可进馆。由此造成的不便，敬请谅解。
"如果有外商带着需要办证吗？,都没有,都没有",200,"抱歉，是否有。,根据您的情况，您需要在一名已经办理采购商证的外商的陪同，带上二代身份证，2寸蓝底或白底的照片，名片到广交会现场境外采购商报道处办理收费采购代表证，收费：300元/人/天 50元工本费。,根据您的情况，您需要在一名已经办理采购商证的外商的陪同，带上二代身份证，2寸蓝底或白底的照片，名片到广交会现场境外采购商报道处办理收费采购代表证，收费：300元/人/天 50元工本费。"
"明天再办来得及吗？,我是想明天去,我是想明天去",200,"可以的。,明天8:30开始可以办证。,明天8:30开始可以办证。"
好的，我问过一些代理商，为什么要收500块啊？,200,广交会没有跟任何的代理机构去合作，办理证件的，请您不要轻信，以免造成不必要的损失。
好，谢谢,200,不客气。
没有呢,200,您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
普通商户可以入场参观么,200,请问与会人员是境内人士还是境外人士呢？
我们是东莞的,100,您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
哦，好的谢谢,100,不客气，请问还有什么可以帮您？
哦，境内的只能通过这种方式进去吗？,100,根据您的情况，以上办证方式是最适合您的。
哦，我们也有厂，但是现在没计划参展，只是想先看看,100,进馆都是需要办证证件，没有证件无法进馆。
"那除了上面说的那种方式，只有参展的才能进去吗？,境内的,境内的",100,您好！工号70408很高兴为您服务/Hello!?NO.70408?is?at?your?service. 
没有我这里是工厂仅仅想要参观一下因为我们有想做出口的打算想先了解一下,100,您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
噢好的只有这一种办法是吗,100,是的.
好的那时间是？,100,"第一期：春：4月15-19日 秋：10月15-19日（电子及家电类、照明类、车辆及配件类、机械类、五金工具类、建材类、化工产品类、能源类）,以上是展出时间。"
家具属于“家居装饰品类”吗？,100,家具属于二期家具展区。
第二期：春：4月23-27日??秋：10月23-27日?这个是吗,100,是的。
"境内的，,内蒙古赤峰的，,内蒙古赤峰的，",100,请问与会人员有一年以上有效境外工作签证或者境外永久居住证吗?
"没有，,只有中国居民身份证,只有中国居民身份证",100,请问贵司全称是？
赤峰华强五金销售部,100,请问您是需要采购国内的产品吗？
国内，国外的都想采购，,100,好的。根据您的情况，您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
原来没做过进口产品，没有认识的境外采购商，怎么办，,100,很抱歉，如果没有外商陪同，是无法办证进馆的。
如果就采购国内的产品呢，,100,"您好，您参观的出口展区参展企业都是国内的企业，参展展品主要面向境外市场境外采购商，您可作为境外采购商的境内采购代表办理采购代表证进馆。 ,您好！工号70408很高兴为您服务/Hello!?NO.70408?is?at?your?service. ,您好！工号70408很高兴为您服务/Hello!?NO.70408?is?at?your?service. "
"怎么参观,怎么办参观证,怎么办参观证",100,请问与会人员是境内人士还是境外人士呢？
没有啊,100,您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
"还有别的方式没有,我们是从外地专门过来看展会的",100,抱歉，这是最适合您办的证件。
之前在网上说可以凭名片参观,100,很抱歉，是不可以的。
那我们这怎么参观啊,100,您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
"那没有业务往来的已经办理好境外采购商证的境外客商,怎么办,怎么办",100,"如果没有已经办理好境外采购商证的外商陪同下，是无法办证进馆的。,您好，请问还有什么可以帮您？,您好，请问还有什么可以帮您？"
我想去看展览，但是进不去,100,"没有证件是无法进馆的。,您好！工号70408很高兴为您服务/Hello!?NO.70408?is?at?your?service. ,您好！工号70408很高兴为您服务/Hello!?NO.70408?is?at?your?service. "
个人参观展会怎么购票？,100,您好，广交会是没有门票售卖的，进馆是需要办证。
怎么办证？,100,请问与会人员是境内人士还是境外人士呢？
没有了，有需要在麻烦您，谢谢,100,您好！工号70408很高兴为您服务/Hello!?NO.70408?is?at?your?service. 
我想咨询一下，广交会春节第一场最后的参展时间是什么呢？,100,请问您是想要申请展位吗？
个人可以买票进去观展吗？,100,"您好，广交会是没有门票售卖的，进馆是需要办理证件的,请问与会人员是境内人士还是境外人士呢？,请问与会人员是境内人士还是境外人士呢？"
我是境内人士还需要境外客商带着才能保证？,100,您好，您参观的出口展区参展企业都是国内的企业，参展展品主要面向境外市场境外采购商，您可作为境外采购商的境内采购代表办理采购代表证进馆。 
国内商品、是,100,好的。根据您的情况，您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
网上没法办理吗,100,是的。
"是的,就是国内的企业，它并没有做出口，但想来参观,就是国内的企业，它并没有做出口，但想来参观",100,请问之前是否有参加过广交会呢？
"是境内的呀，不是境外的,就是中国人去参观需要什么手续？,就是中国人去参观需要什么手续？",100,若国内人士不持有一年以上境外有效工作签证或者境外永久居住证，您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
您好，请问个人参展需要什么证件吗,100,请问您是想进馆参观采购吗？
联系不到啊……,100,如没有已经办理好境外采购商证的境外客商陪同下是无法办理证件的。
啊……境内采购商独自不可以去吗,100,"是的。,您好，请问还有什么可以帮您？,您好，请问还有什么可以帮您？"
噢好的谢谢，没有了,100,"不客气。,您好！工号70424很高兴为您服务/Hello! NO.70424 is at your service. ,您好！工号70424很高兴为您服务/Hello! NO.70424 is at your service. "
请问第一次进去参观需要什么资料办证,100,请问与会人员是境内人士还是境外人士呢？
噢?要和外商现场办理?,100,是的。
b区有最近的办理点吗？,100,"B区六号门是办证点。,第三期的办证时间是： 5月1-4日 8:30-18:00? 5月5日8:30-14:00,第三期的办证时间是： 5月1-4日 8:30-18:00? 5月5日8:30-14:00"
会不会要排很久的队,100,"抱歉，保证地点应该是A区6号门，B区4号门。,这边无法预估现场的情况，建议您早一点过去。,这边无法预估现场的情况，建议您早一点过去。"
请问参加第三期展会需要准备什么证件吗？,100,请问您是要进馆参观采购吗？
是的，公司派代表参观,100,请问与会人员是境内人士还是境外人士呢？
境内的需要境外的工作证吗？,100,"不是的。,您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）,您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）"
没有境外工作签证和永久居住证件，北京人，中国公民,100,请问您想参观采购国内产品还是国外产品？
好的，明白,100,请问还有什么可以帮您？
没有了，谢谢,100,您好！工号70445很高兴为您服务。/Hello! NO.70445 is at your service. 
"没有,我们是贸易公司，境内采购商,我们是贸易公司，境内采购商",100,抱歉，那么展商的邀请函是无法协助您办证的。
那我们还有什么办法可以办入场证呢,100,"您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）,请问还有什么可以帮您？,请问还有什么可以帮您？"
那是不是直接有境外采购商带我们去办理就可以当天进入呢？,100,您当天在外伤陪同下办理好证件就可以入馆。
必须是已经办理好境外采购商证的境外客商吗？如果是境外展商呢？,100,如果您有认识的境外展商朋友，您可以联系进口展的招展部门，询问是否能请境外展商为您办理参展代表证入馆。招展部门联系方式：http://www.cantonfair.org.cn/cn/international/contactus.aspx
哦这样，那有境外采购商带领去的话，办理地址在哪里？,100,"境外采购商报到处：,请问还有什么可以帮您？,您好！工号70428很高兴为您服务/Hello!?NO.70428?is?at?your?service. "
怎么办理入场证,100,请问与会人员是境内人士还是境外人士呢？
境内人士，怎么办理,100,好的，如果您没有上诉提到的俩个证件的话，请问您想参观采购国内产品还是国外产品？
深圳宏泽兴电子商务有限公司,100,请问与会人员有一年以上有效境外工作签证或者境外永久居住证吗?
不可以自己办理证件吗,100,广交会是根据客商的身份证类型及公司类型办理相对应的证件才可以进馆的，根据您所提供的信息，这是最适合您的办证方法。
"是的,可以办理吗,可以办理吗",100,"是可以的，但是这边需要根据您的信息给您匹配不同的办证方法。,请问与会人员是境内人士还是境外人士呢？,请问与会人员是境内人士还是境外人士呢？"
必须是参展商吗？,100,不是的，若您是想参观或者采购都是以采购商的身份办证进馆的。
"石家庄以岭药业股份有限公司,是的,是的",100,好的。您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
都想看看,100,请问您方便提供贵司公司名称吗？
江苏导航纺织科技有限公司?,100,好的，根据您所提供的信息，给你匹配了适合您的办证方法。您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
广交会直接进不能办么,100,"抱歉，广交会是需要根据客商的身份证类型及公司类型办理相对应的证件才能进馆的。,""您好,我是70429,很高兴和您对话！"",""您好,我是70429,很高兴和您对话！"""
"5月1号到5号的，,想参观春季第三期的,想参观春季第三期的",100,请问您想参观采购国内产品还是国外产品？
主要是国内产品,100,好的。根据您的情况，您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
如果找不到合适的外商呢,100,"如果没有境外客商陪同的话是办理不了该证件的.,您好，您参观的出口展区参展企业都是国内的企业，参展展品主要面向境外市场境外采购商，您可作为境外采购商的境内采购代表办理采购代表证进馆。 ,您好，您参观的出口展区参展企业都是国内的企业，参展展品主要面向境外市场境外采购商，您可作为境外采购商的境内采购代表办理采购代表证进馆。 "
好的，谢谢了,100,"不客气,""您好,我是70429,很高兴和您对话！"",""您好,我是70429,很高兴和您对话！"""
您好，请问个人如何参观广交会,100,请问与会人员是境内人士还是境外人士呢？
必须要境外客商带领吗,100,"是的,您好！工号70429很高兴为您服务/Hello!?NO.70429?is?at?your?service. ,您好！工号70429很高兴为您服务/Hello!?NO.70429?is?at?your?service. "
没有?我们公司是主做国内贸易的想去找些供应商的,100,请问与会人员有一年以上有效境外工作签证或者境外永久居住证吗?
???我可以提前办理吗？有没有其他优惠?,100,"""很抱歉,根据您的情况,这是您唯一的办证方法。"",Comment by 莹火虫: QA,Comment by 莹火虫: QA,以上是办证时间。"
5.1是不是会有很多办证的人？,100,抱歉，这个是无法预估的。
300rmb/人/天50元工本费???可以直接买2天的吗？,100,可以的，收费的采购代表证是最多一次性办理连续5天的证件。
好谢谢,100,不客气。
就是我是不是不能免费?,100,您好，境内客商办理的是收费的采购代表证。
我想观展，要在哪里申请,100,请问与会人员是境内人士还是境外人士呢？
"讯成信息科技，我们主要是做工业动画的,还有其他方式吗？,还有其他方式吗？",100,抱歉，这是最适合您办的证件。
因为我们的业务是在国内,100,"是的，由于您参观的出口展区参展企业都是国内的企业，参展展品主要面向境外市场境外采购商，您可作为境外采购商的境内采购代表办理采购代表证进馆。 ,您好！工号70408很高兴为您服务/Hello!?NO.70408?is?at?your?service. ,您好！工号70408很高兴为您服务/Hello!?NO.70408?is?at?your?service. "
请问采购商证如何办理,100,请问与会人员是境内人士还是境外人士呢？
都有我们主要是观展,100,请问您方便提供贵司公司名称吗？
三门定远交通设施有限公司,100,您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）
请问还有别的方式吗?我们是希望下半年参展?所以上半年想先了解一下展会情况,100,"抱歉，这是最适合您办的证件。,您好，请问还有什么可以帮您？,您好，请问还有什么可以帮您？"
暂时没有了谢谢?,100,"不客气。,请您稍后对本次服务进行评价，感谢您使用广交会网上客服，祝您生活愉快！再见！,请您稍后对本次服务进行评价，感谢您使用广交会网上客服，祝您生活愉快！再见！"
那不采购不参展、有别的方式进去吗,100,抱歉，没有的，进馆参观采购是以采购商身份进馆。
有没有所谓门票的说法?就是只是进去看看的,100,您好，广交会是没有门票售卖的。
"好的吧?麻烦你了?,您好，广交会观众怎么登记,您好，广交会观众怎么登记",100,请问与会人员是境内人士还是境外人士呢？
没有境外客商的话没法办理？,100,是的。
是的，作为观众,100,请问与会人员是境内人士还是境外人士呢？
不是的，就单独个人想要观展，可以么,100,"您可以联系到一位与您有业务往来的已经办理好境外采购商证的境外客商，您在他的陪伴下到广交会现场去办理一个收费的采购代表证进馆。收费标准为300RMB/人/天 50元工本费。办证资料：1、第二代身份证原件及复印件 2、名片 3、蓝/白底相片5厘米x4厘米的个人近期证件彩照 （1名外商只可以陪同2名境内人士办证）,您好，请问还有什么可以帮您？,您好，请问还有什么可以帮您？"
嗯，如果没有境外客商可以联系呢？还有别的办证方法吗？,100,抱歉，根据您的情况，是只有以上办证方式。
"嗯，好的谢谢,广交会现在游客可以参观嘛,广交会现在游客可以参观嘛",100,请问您是指广交会期间参观吗？
对，因为学的工业设计，打算看一下4月份第一期的展会,100,请问与会人员是境内人士还是境外人士呢？
"境内,我们公司是第二期才来,我们公司是第二期才来",100,请问与会人员有一年以上有效境外工作签证或者境外永久居住证吗?
"国外的,去学习参观一下,去学习参观一下",100,请问您想参观国外什么产品？
