境内人士	1400
好的，谢谢	700
境内的	600
国内产品	500
国内的	300
还有其他方式吗	200
都想参观	200
一个采购商证可以帮两个境内人士办理采购商代表证对吧？	200
这两位境内人士办证需要什么材料？	200
好的，谢谢！	200
采购商	200
我是境内的为什么需要境外的证件？	200
都有可能	200
中山富达运动器材有限公司	200
"客户是老外，还有两个中国人,相当于翻译吧,相当于翻译吧,这么理解吧,这么理解吧"	200
"恩,是的,是的"	200
洛阳今丰	200
一个外商可以带几个	200
"好的,市民怎么申请参观？,市民怎么申请参观？"	200
广交会	200
"境内,广东,广东"	200
就是参观?都想看看	200
个人的话不能参观嘛	200
"不认识怎么办？,就是参观?,就是参观?"	200
市民参观不了嘛	200
"如果有外商带着需要办证吗？,都没有,都没有"	200
"明天再办来得及吗？,我是想明天去,我是想明天去"	200
好的，我问过一些代理商，为什么要收500块啊？	200
好，谢谢	200
没有呢	200
普通商户可以入场参观么	200
我们是东莞的	100
哦，好的谢谢	100
哦，境内的只能通过这种方式进去吗？	100
哦，我们也有厂，但是现在没计划参展，只是想先看看	100
"那除了上面说的那种方式，只有参展的才能进去吗？,境内的,境内的"	100
没有我这里是工厂仅仅想要参观一下因为我们有想做出口的打算想先了解一下	100
噢好的只有这一种办法是吗	100
好的那时间是？	100
家具属于“家居装饰品类”吗？	100
第二期：春：4月23-27日??秋：10月23-27日?这个是吗	100
"境内的，,内蒙古赤峰的，,内蒙古赤峰的，"	100
"没有，,只有中国居民身份证,只有中国居民身份证"	100
赤峰华强五金销售部	100
国内，国外的都想采购，	100
原来没做过进口产品，没有认识的境外采购商，怎么办，	100
如果就采购国内的产品呢，	100
"怎么参观,怎么办参观证,怎么办参观证"	100
没有啊	100
"还有别的方式没有,我们是从外地专门过来看展会的"	100
之前在网上说可以凭名片参观	100
那我们这怎么参观啊	100
"那没有业务往来的已经办理好境外采购商证的境外客商,怎么办,怎么办"	100
我想去看展览，但是进不去	100
个人参观展会怎么购票？	100
怎么办证？	100
没有了，有需要在麻烦您，谢谢	100
我想咨询一下，广交会春节第一场最后的参展时间是什么呢？	100
个人可以买票进去观展吗？	100
我是境内人士还需要境外客商带着才能保证？	100
国内商品、是	100
网上没法办理吗	100
"是的,就是国内的企业，它并没有做出口，但想来参观,就是国内的企业，它并没有做出口，但想来参观"	100
"是境内的呀，不是境外的,就是中国人去参观需要什么手续？,就是中国人去参观需要什么手续？"	100
您好，请问个人参展需要什么证件吗	100
联系不到啊……	100
啊……境内采购商独自不可以去吗	100
噢好的谢谢，没有了	100
请问第一次进去参观需要什么资料办证	100
噢?要和外商现场办理?	100
b区有最近的办理点吗？	100
会不会要排很久的队	100
请问参加第三期展会需要准备什么证件吗？	100
是的，公司派代表参观	100
境内的需要境外的工作证吗？	100
没有境外工作签证和永久居住证件，北京人，中国公民	100
好的，明白	100
没有了，谢谢	100
"没有,我们是贸易公司，境内采购商,我们是贸易公司，境内采购商"	100
那我们还有什么办法可以办入场证呢	100
那是不是直接有境外采购商带我们去办理就可以当天进入呢？	100
必须是已经办理好境外采购商证的境外客商吗？如果是境外展商呢？	100
哦这样，那有境外采购商带领去的话，办理地址在哪里？	100
怎么办理入场证	100
境内人士，怎么办理	100
深圳宏泽兴电子商务有限公司	100
不可以自己办理证件吗	100
"是的,可以办理吗,可以办理吗"	100
必须是参展商吗？	100
"石家庄以岭药业股份有限公司,是的,是的"	100
都想看看	100
江苏导航纺织科技有限公司?	100
广交会直接进不能办么	100
"5月1号到5号的，,想参观春季第三期的,想参观春季第三期的"	100
主要是国内产品	100
如果找不到合适的外商呢	100
好的，谢谢了	100
您好，请问个人如何参观广交会	100
必须要境外客商带领吗	100
没有?我们公司是主做国内贸易的想去找些供应商的	100
???我可以提前办理吗？有没有其他优惠?	100
5.1是不是会有很多办证的人？	100
300rmb/人/天50元工本费???可以直接买2天的吗？	100
好谢谢	100
就是我是不是不能免费?	100
我想观展，要在哪里申请	100
"讯成信息科技，我们主要是做工业动画的,还有其他方式吗？,还有其他方式吗？"	100
因为我们的业务是在国内	100
请问采购商证如何办理	100
都有我们主要是观展	100
三门定远交通设施有限公司	100
请问还有别的方式吗?我们是希望下半年参展?所以上半年想先了解一下展会情况	100
暂时没有了谢谢?	100
那不采购不参展、有别的方式进去吗	100
有没有所谓门票的说法?就是只是进去看看的	100
"好的吧?麻烦你了?,您好，广交会观众怎么登记,您好，广交会观众怎么登记"	100
没有境外客商的话没法办理？	100
是的，作为观众	100
不是的，就单独个人想要观展，可以么	100
嗯，如果没有境外客商可以联系呢？还有别的办证方法吗？	100
"嗯，好的谢谢,广交会现在游客可以参观嘛,广交会现在游客可以参观嘛"	100
对，因为学的工业设计，打算看一下4月份第一期的展会	100
"境内,我们公司是第二期才来,我们公司是第二期才来"	100
"国外的,去学习参观一下,去学习参观一下"	100
家电和车辆相关的	100
"您好我想申请123届进出口采购商证,怎么申请,怎么申请"	100
厦门杰富绅科技有限公司	100
"采购商证,不是可以网上直接申请吗"	100
可是我们去年网上都办理了采购商证	100
"采购商证,捷易通,捷易通,,,之前在这个地方办理的,之前在这个地方办理的"	100
采购国内产品	100
广交会的国内商品只能境外公司采购吗？	100
需要什么样的资质呢？	100
北京西达文化传媒有限公司	100
是当天办理吗？	100
其他2期呢？	100
每一期都要办证件吗？	100
怎么办理？	100
还有其他方法吗？	100
第一期可以当天办理证件吗？	100
在广交会哪里办理？	100
"这个有名额限制吗？,去晚了，就不能办理了？,去晚了，就不能办理了？"	100
早上几点开始？	100
"好的，谢谢,我要办证,我要办证"	100
我没有外商那就不能进馆了吗	100
我要进馆参观	100
请问我该怎么买票	100
上海人	100
"怎么办理想过,中国上海人！,中国上海人！"	100
怎么办理证件	100
苏州浩善五金有限公司	100
没有人带怎么办！我就是自己想来参观	100
我自己可以办理境外采购商证吗	100
请问如何办理境外采购商的参展证件？	100
"这个是英文界面？,这个只能由境外客户自己去申请吗？,这个只能由境外客户自己去申请吗？"	100
也就是说她可以自己操作，也可以由我们帮其填写，对吧	100
那如果是境内人士第一次参加呢	100
"不是，就是等同于陪同那个境外人士参加,他是去采购国内产品,他是去采购国内产品"	100
明白，谢谢	100
"假如是我们想观展，?春季展会,提交审核资料?是给你们吗,提交审核资料?是给你们吗"	100
"还是可以现场报名,都是境内的,都是境内的"	100
与会人员没有那些	100
"确保现场可以办理是吧,长沙深湘通用机器有限公司,长沙深湘通用机器有限公司"	100
"那假如我不和外商一起，收费怎么算？,现场办理大概多少钱"	100
我们只是入馆参观，一定要这个吗，采购代表证	100
国内的，第一期的	100
春城建材机械厂	100
只有到现场才能办吗？	100
哦哦，好的	100
您好，最近的一期广交是什么时候	100
"门票需要吗,？,？"	100
"博盾,电子,电子"	100
观展的当天可办理吗	100
参观国内产品	100
只有这种办法吗	100
"提前办理可以吗？,我现在去办理需要这些东西吗？,我现在去办理需要这些东西吗？"	100
没有合作的境外商?就不能参加了吗？	100
证件?只有那一种办法？	100
我想办证	100
我们想参加观会展	100
境内，江苏省苏州市的公司	100
没有办理护照的	100
"10月23号的展会,目前偏向国内,目前偏向国内"	100
不能我们自己办理吗	100
境内一位，台湾一位	100
"境内人员没有境外工作证和境外居住证,台湾认识参加过几次广交会,台湾认识参加过几次广交会"	100
那台湾人员可以携带一名境内人员吗	100
费用也是300rmb/人/天50元工本费吗	100
我是参展商，需要邀请客户来看展，需要办理证件吗？	100
还有其他办法吗	100
"我没有。,其他同事有过,其他同事有过"	100
"那我呢,我是中国人,我是中国人"	100
"但是公司是外资,我在深圳,我在深圳"	100
我没有免费的吗？	100
"我注册了采购商，但是在网站上传公司资料的时候不成功,参加广交会门票怎么获取,参加广交会门票怎么获取"	100
"我注册了网站，但是不知道怎么去获取门票,境内人士,境内人士"	100
"没有啊，中国人呀,我们公司在国内,我们公司在国内"	100
荷马特液压设备	100
"对,荷马特液压设备（苏州）有限公司,荷马特液压设备（苏州）有限公司"	100
"国内产品,我们是帮国外母公司国内采购产品,我们是帮国外母公司国内采购产品"	100
想问下，如果老外来观展怎么操作	100
"这个我也不太确定，我是帮别人问的,麻烦都告诉我下好么,麻烦都告诉我下好么"	100
这个也麻烦分情况回复下	100
"没有了,谢谢,谢谢"	100
采购电子产品这块的	100
"境内的,我们是贸易公司,我们是贸易公司"	100
"如果当时有境外客户来，会和我一起去,没有呢,没有呢"	100
深圳市虎威尔科技有限公司	100
嗯嗯，如果不带境外客商呢？	100
进馆参观	100
好的。明白了。谢谢！	100
国内及国外	100
不需要邀请函之类的吗	100
我们是塑料制品企业，主要做塑料薄膜，请问有相关的企业参展吗	100
好，进广交会考察一下，需要申请通行证吗	100
汕头市荣业塑料五金有限公司	100
"嗯,您好,您好"	100
个人可以参加广交会吗	100
我不认识境外商的话，还有其他途径吗	100
认识参展商可以吗	100
琶洲会馆有没有不是对外的展会	100
前几天的家具展，是不是对外的	100
好的，非常感谢	100
请问今年的广交会什么时候举办	100
参加需要什么门槛吗	100
"我是福建龙马环卫装备股份有限公司?海外销售经理,进馆参观,进馆参观"	100
我自己，我是中国公民	100
"我是做印度，和泰国市场,如果不认识境外采购商呢,如果不认识境外采购商呢,可以进去吗"	100
君升工艺	100
现场班的吗？	100
好的???非常感谢	100
还有问下???淘宝上面卖的可以的吗？真的假的？	100
好的??谢谢	100
我们想去参观展会，需要报名吗	100
都想看一下	100
深圳草莓防伪科技有限公司	100
自己不能办吗？	100
是我的票怎么购买	100
我就是中国人?在国内工作的	100
是个人	100
我是翻译陪同国外买家	100
没有其他方法可以提前购票吗	100
如果是buyer的证呢	100
如果我第一期参加一天，第二期参加一天。就要当天办理是吧	100
没有，我们只有居民身份证	100
可以的话，都想参观	100
连云港腾亿电子有限公司?	100
哦，这个是比较便利的渠道对吗，自己没有办法申请吗？	100
",有邀请函不是可以免费办理么？,有邀请函不是可以免费办理么？"	100
境内人士就是中国人的意思?	100
客户如果不来呢？	100
如果境外采购商不来的话我就不能办理是吧？	100
门票怎么买？	100
"一期最后一天，二期第一天,带孩子,带孩子"	100
"没有,山东人,山东人"	100
这样，不是个人也可以买票参观的啊？这么麻烦	100
如果能办证件，可以带孩子吗？	100
去看展要怎么办证	100
都有意向	100
广州酷之优电子配件有限公司	100
可是不知道找谁呀	100
"哦。谢谢。,这个证，能现场办吗？,这个证，能现场办吗？"	100
明白。谢谢。	100
您好请问在吗	100
请问怎样办理广交会观众证件的呢	100
哦・・好的！谢谢	100
注册不是有一个验证码要填的吗	100
没有，是国外驻国内代表处工作人员	100
驻华办事处的企业不是需要先通过内容审核吗	100
广交会有观众的证吗／	100
"可以进去参观的那种？,境内,境内"	100
请问参观这个会展需要什么手续？	100
"哦,请问参观这个会展需要什么手续？,请问参观这个会展需要什么手续？"	100
"没有,是在中国境内的经销业务,是在中国境内的经销业务"	100
个人不能参观吗？	100
哦，那我提供公司名称的话是什么程序	100
上海恒隆木业有限公司	100
"都要参观呢？,有区别是吗？,有区别是吗？"	100
这样的话国内外的产品都能参观了是吗？	100
还有别的申请途径吗？	100
"懂了,谢谢,谢谢"	100
"暂时没有了,谢谢,谢谢"	100
"您好，请我广交会邀请函要怎么申请呢,请问"	100
没有哦	100
"国内,我们公司是做跨境电商的，想挖掘供应商合作伙伴,我们公司是做跨境电商的，想挖掘供应商合作伙伴"	100
"wo?zen?me?ya,我怎么样才能进场参观呢？,我怎么样才能进场参观呢？"	100
没有的	100
都想了解	100
"公司营业执照还在办理中，预计两月后才出来,广州三木服饰有限公司,广州三木服饰有限公司"	100
那以国内公司名义可以办理嘛	100
"没有，但是有英国的大学的研究生证件,15号开始的那期,15号开始的那期"	100
我是否可以带2个合作伙伴进去	100
这样啊	100
采购商证件有什么要求？	100
"哦,明白了，谢谢,明白了，谢谢,去广交会参观需要办证吗？,去广交会参观需要办证吗？"	100
不清楚	100
"没有业务来往的呢？,自己一个人去办行吗？,自己一个人去办行吗？"	100
那请问怎么办呢？	100
"我想说的是没有业务来往的人员,是去观看都要办证吗,是去观看都要办证吗"	100
"请问中国人跟意大利人明天要进展会，需要办理什么手续才能进？,第一次进场,第一次进场"	100
中国人的呢？	100
谢谢你	100
能先网上办理不？	100
个人去看展会是否收费	100
广东宝莱特医用科技股份有限公司	100
"不一定,看一下情况,看一下情况"	100
我是国内采购商，如何申请展会通行证	100
没有哦，国内不能去参观采购吗？	100
哦，好的，要是没有这些手续就不能进馆参观了吗？	100
好的，我没参加过，是每次展览都需要吗	100
"想问如何能去进入看展会啊,我想进去看商品,我想进去看商品"	100
"我从南宁过来的,境内,境内"	100
没有噢	100
"广交会不对外开放吗,第二期,第二期"	100
我们公司是贸易公司，想进去看商品，采购商品	100
"这样啊,还有其它简单的方式吗"	100
没有境外业务	100
"国内的,我们是出口公司?想去参展,我们是出口公司?想去参展"	100
莒南县绿谷食品有限公司	100
"明白了,谢谢,谢谢,请问陪同老外看展的中国人?怎么办入场证,请问陪同老外看展的中国人?怎么办入场证"	100
一个境外?一个境内	100
"境外的已经有入场证了,没有?境内的没有,没有?境内的没有"	100
"我是国外公司?在中国的员工,iml,iml"	100
可不可以办理游客证	100
国外都有可能	100
没有其他办法吗？	100
请问一下一个外商可以最多带几个中国的采购代表？	100
"还有需要中国采购代表准备什么资料,好的,好的,？,？"	100
"我们申请了广交会的邀请函，,是不是什么时间去都可以？,是不是什么时间去都可以？"	100
"境内,外国企业中国采购办事处的,外国企业中国采购办事处的"	100
是的，而且我现在已经打印出来了	100
"如何参观展览,需要办理证件吗,需要办理证件吗"	100
如果没有境外往来的客商呢？	100
参观国内产品也是不可以的吗	100
办理窗口途经在哪里？	100
我想问下第二期4月23到4月27号的进去参观需要什么证件么？	100
"我记得之前是有群众开放日的,国内外的都可以参观,国内外的都可以参观"	100
有没在网上申请进展的呢？	100
广交会门票多少钱？	100
"境内,怎么办理？,怎么办理？"	100
没有，只有旅游过	100
"没有的,不是有外商带就可以办理翻译证件吗,不是有外商带就可以办理翻译证件吗"	100
请问如何入场，如何办理入场证	100
"境内,广州企业,广州企业"	100
都可以	100
"我们想去广交会需要什么资料吗,不是参展，我们是采购方,不是参展，我们是采购方"	100
"全部是境内的,我们公司注册是在香港的,我们公司注册是在香港的"	100
"要是没有呢,就不能去？"	100
"第三骑,都参观,都参观"	100
第二期，27号的	100
就广州人	100
"？,都有,都有"	100
没有认识的	100
普通市民呢	100
"身份证不行么,或者购票？,或者购票？"	100
"请问我第三期想要去参观展会,需要交多少费用吗？,需要交多少费用吗？"	100
"没有的,我是外资公司的一名员工，中国国籍,我是外资公司的一名员工，中国国籍,怎么办理？,怎么办理？"	100
"国内,家纺,家纺"	100
广州卡如泽贸易有限公司	100
"您好，我们是采购商，怎么获取门票,想参加第三期,想参加第三期"	100
"杭州公司?,没有?,没有?"	100
"两个都想采购??,纺织类，母婴类,纺织类，母婴类,第三期??,第三期??"	100
杭州纽奔贸易有限公司	100
内宾怎么办证进场	100
"没有。常驻广州。,我们怎么进去呢,我们怎么进去呢"	100
今天的?礼品展	100
没有境外客商咋么办	100
玉环元伦阀门有限公司	100
我们也是生产厂家，这次过去想看看，到时候明年参展	100
不能提前预订门票吗？	100
"我们是国内的公司,境内,境内"	100
裕成塑胶有限公司	100
那如果没有刚好同个时间去的境外客商一起呢	100
厦门这边的，就是想去展会参观	100
"能解释一下吗？,好像都没有,好像都没有"	100
厦门天利富橡塑制品有限公司	100
这边没办法办吗？	100
作为游客是没有办法参观证的吗？	100
深圳户籍身份证	100
我是个人的?没有公司	100
一定要有外商陪同吗？	100
个人不能进去的吗？	100
